id1,id2,weight
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
176948,235017,14
