weight_chem_diff,probability_of_winning,probability_of_not_loosing
-0.4471111886891255,0.18181818181818182,0.36363636363636365
-0.1669476398254661,0.1896551724137931,0.41379310344827586
-0.6524307747812753,0.3684210526315789,0.5657894736842105
-0.5155095525679212,0.5344827586206896,0.7586206896551724
-0.26297422603320203,0.6206896551724138,0.8275862068965517
