weight_chem_diff,probability_of_winning,probability_of_not_loosing
-0.28305257034430903,0.16666666666666666,0.2916666666666667
-0.2239060115210039,0.2459016393442623,0.4426229508196721
-0.7421258869353499,0.39759036144578314,0.6144578313253012
-0.3857410304319925,0.49019607843137253,0.7647058823529411
-0.09996386591738832,0.6666666666666666,0.8333333333333334
