weight_chem_diff_bin_min,weight_chem_diff_bin_max,probability_of_winning,probability_of_not_loosing
-0.8778433170157929,-0.5478433170157928,0.18181818181818182,0.36363636363636365
-0.5478433170157928,-0.21784331701579274,0.1896551724137931,0.41379310344827586
-0.21784331701579274,0.11215668298420733,0.3684210526315789,0.5657894736842105
0.11215668298420733,0.4421566829842074,0.5344827586206896,0.7586206896551724
0.4421566829842074,0.7721566829842075,0.6206896551724138,0.8275862068965517
