dim_weight_chem_diff_bin_min,dim_weight_chem_diff_bin_max,probability_of_winning,probability_of_not_loosing
-0.830165545637685,-0.500165545637685,0.16666666666666666,0.2916666666666667
-0.500165545637685,-0.17016554563768505,0.2459016393442623,0.4426229508196721
-0.17016554563768505,0.15983445436231491,0.39759036144578314,0.6144578313253012
0.15983445436231491,0.4898344543623149,0.49019607843137253,0.7647058823529411
0.4898344543623149,0.819834454362315,0.6666666666666666,0.8333333333333334
